Awards,Credits,Job,Name,Noms,Wins
3 win & 10 nomination,107.0,Actress,"Kate Bosworth
(I)",10,3
"nominated 2 oscars, another 21 win & 14 nomination",397.0,Actor,"John Hurt
(1940–2017)",16,21
11 win & 21 nomination,247.0,Actor,Naseeruddin Shah,21,11
"nominated 3 golden globes, another 15 win & 39 nomination",115.0,Actress,Evan Rachel Wood,42,15
7 win & 13 nomination,170.0,Actress,Monica Bellucci,13,7
15 win & 43 nomination,278.0,Actor,Daniel Radcliffe,43,15
11 win & 8 nomination,53.0,Actress,"Kajol
(I)",8,11
"nominated 1 oscar, another 6 win & 7 nomination",140.0,Actor,Tom Berenger,8,6
"won 1 golden globe, another 28 win & 62 nomination",347.0,Actor,"Steve Buscemi
(I)",62,29
"won 1 golden globe, another 12 win & 40 nomination",248.0,Actor,Jason Bateman,40,13
"won 2 oscars, another 39 win & 78 nomination",172.0,Actress,"Jessica Lange
(I)",78,41
"nominated 3 golden globes, another 16 win & 48 nomination",434.0,Actor,"Patrick Stewart
(I)",51,16
17 win & 18 nomination,190.0,Actor,Donnie Yen,18,17
"nominated 1 bafta film award, another 4 win & 27 nomination",90.0,Actress,"Rene Russo
(I)",28,4
"nominated 1 golden globe, another 23 win & 26 nomination",144.0,Actor,Daniel Brühl,27,23
18 win & 23 nomination,159.0,Actor,Irrfan Khan,23,18
"won 2 oscars, another 55 win & 48 nomination",364.0,Actress,Jodie Foster,48,57
"won 2 oscars, another 60 win & 51 nomination",436.0,Actor,Dustin Hoffman,51,62
"nominated 2 golden globes, another 10 win & 8 nomination",268.0,Actor,Matthew Modine,10,10
6 win & 26 nomination,132.0,Actress,"Emma Roberts
(II)",26,6
"nominated 1 oscar, another 7 win & 19 nomination",285.0,Actor,"James Caan
(I)",20,7
"won 1 oscar, another 37 win & 60 nomination",264.0,Actress,Anjelica Huston,60,38
"nominated 2 oscars, another 50 win & 55 nomination",406.0,Actor,Ian McKellen,57,50
"nominated 2 oscars, another 14 win & 43 nomination",353.0,Actor,Steve Coogan,45,14
"nominated 1 oscar, another 18 win & 76 nomination",115.0,Actress,Vera Farmiga,77,18
"won 1 oscar, another 22 win & 53 nomination",246.0,Actor,Jim Broadbent,53,23
"won 1 oscar, another 13 win & 24 nomination",176.0,Actress,Kim Basinger,24,14
"won 1 oscar, another 60 win & 172 nomination",346.0,Actress,Judi Dench,172,61
"nominated 3 golden globes, another 15 win & 13 nomination",323.0,Actor,Lance Henriksen,16,15
"nominated 1 oscar, another 43 win & 65 nomination",151.0,Actress,Ellen Page,66,43
19 win & 24 nomination,158.0,Actor,Josh Hutcherson,24,19
"nominated 1 oscar, another 11 win & 48 nomination",211.0,Actor,Josh Brolin,49,11
"nominated 1 primetime emmy, another 11 win & 33 nomination",349.0,Actor,Seth Rogen,34,11
"nominated 1 oscar, another 8 win & 10 nomination",120.0,Actress,Elisabeth Shue,11,8
"won 1 golden globe, another 24 win & 81 nomination",256.0,Actor,Idris Elba,81,25
"nominated 1 primetime emmy, another 4 win & 20 nomination",171.0,Actor,Giovanni Ribisi,21,4
"won 1 oscar, another 20 win & 21 nomination",226.0,Actress,Mary Steenburgen,21,21
"won 1 oscar, another 46 win & 68 nomination",222.0,Actor,Benicio Del Toro,68,47
"won 1 golden globe, another 14 win & 29 nomination",231.0,Actor,Bill Nighy,29,15
28 win & 31 nomination,261.0,Actor,Zac Efron,31,28
"nominated 2 oscars, another 34 win & 85 nomination",146.0,Actor,"Michael Shannon
(V)",87,34
18 win & 41 nomination,235.0,Actor,"Andy Lau
(I)",41,18
23 win & 17 nomination,57.0,Actress,Li Gong,17,23
1 win & 11 nomination,229.0,Producer,Steven Seagal,11,1
"nominated 2 golden globes, another 3 win & 17 nomination",269.0,Writer,Denis Leary,19,3
8 win & 24 nomination,269.0,Actor,"Paresh Rawal
(I)",24,8
"won 1 golden globe, another 12 win & 24 nomination",182.0,Actor,Anthony LaPaglia,24,13
6 win & 25 nomination,108.0,Actor,Emile Hirsch,25,6
3 win & 5 nomination,216.0,Actor,"Stephen Baldwin
(I)",5,3
3 win & 19 nomination,171.0,Actress,"Brittany Murphy
(I)
(1977–2009)",19,3
"nominated 2 oscars, another 21 win & 59 nomination",87.0,Actress,"Samantha Morton
(I)",61,21
"won 1 oscar, another 55 win & 114 nomination",175.0,Actress,"Emma Stone
(III)",114,56
"nominated 1 oscar, another 27 win & 22 nomination",204.0,Actress,Virginia Madsen,23,27
27 win & 9 nomination,417.0,Actor,"Mohanlal
(I)",9,27
"nominated 1 oscar, another 12 win & 67 nomination",251.0,Actress,Kristen Wiig,68,12
43 win & 19 nomination,322.0,Actor,Kamal Haasan,19,43
"won 4 oscars, another 132 win & 207 nomination",494.0,Writer,Woody Allen,207,136
"won 1 golden globe, another 5 win & 21 nomination",177.0,Actor,Ving Rhames,21,6
17 win & 14 nomination,99.0,Actress,"Tabu
(I)",14,17
18 win & 40 nomination,252.0,Actor,Ashton Kutcher,40,18
16 win & 14 nomination,156.0,Actress,Asia Argento,14,16
2 win & 9 nomination,149.0,Actress,Carla Gugino,9,2
14 win & 30 nomination,106.0,Actress,Kareena Kapoor,30,14
"won 3 primetime emmys, another 5 win & 11 nomination",325.0,Actor,"Christopher Lloyd
(I)",11,8
"nominated 2 golden globes, another 4 win & 7 nomination",116.0,Actress,Ellen Barkin,9,4
"won 4 primetime emmys, another 15 win & 63 nomination",469.0,Producer,"Chris Rock
(I)",63,19
"nominated 1 oscar, another 29 win & 51 nomination",134.0,Actress,Rosamund Pike,52,29
"nominated 1 bafta film award, another 3 win & 8 nomination",305.0,Actor,"Billy Connolly
(I)",9,3
"nominated 2 golden globes, another 9 win & 28 nomination",143.0,Actress,Katherine Heigl,30,9
28 win & 24 nomination,73.0,Actor,Hrithik Roshan,24,28
42 win & 49 nomination,158.0,Actor,Robert Pattinson,49,42
"won 1 oscar, another 39 win & 49 nomination",402.0,Producer,"Robert Redford
(I)",49,40
5 win & 9 nomination,130.0,Actress,Carrie-Anne Moss,9,5
"nominated 1 golden globe, another 11 win & 27 nomination",89.0,Actress,"Rebecca Hall
(I)",28,11
"won 1 oscar, another 44 win & 70 nomination",410.0,Actress,Shirley MacLaine,70,45
"nominated 1 golden globe, another 7 win & 30 nomination",190.0,Actor,Tobey Maguire,31,7
"nominated 1 oscar, another 6 win & 12 nomination",136.0,Actor,"Sam Shepard
(1943–2017)",13,6
"won 1 oscar, another 65 win & 52 nomination",137.0,Actor,Casey Affleck,52,66
6 win & 11 nomination,166.0,Actress,Neve Campbell,11,6
1 win & 17 nomination,158.0,Actor,Josh Duhamel,17,1
"nominated 1 oscar, another 53 win & 74 nomination",142.0,Actor,Chiwetel Ejiofor,75,53
"nominated 1 oscar, another 105 win & 51 nomination",254.0,Actress,Isabelle Huppert,52,105
"nominated 3 golden globes, another 7 win & 6 nomination",180.0,Actress,Andie MacDowell,9,7
"won 1 golden globe, another 11 win & 53 nomination",185.0,Actress,Kyra Sedgwick,53,12
"nominated 2 oscars, another 16 win & 30 nomination",140.0,Actress,Joan Cusack,32,16
"nominated 1 oscar, another 7 win & 12 nomination",219.0,Actress,Jennifer Tilly,13,7
"nominated 1 golden globe, another 13 win & 54 nomination",194.0,Actress,Mila Kunis,55,13
"won 1 oscar, another 17 win & 33 nomination",219.0,Actress,Catherine Zeta-Jones,33,18
"won 1 bafta film award, another 12 win & 16 nomination",186.0,Actor,Daniel Auteuil,16,13
5 win & 11 nomination,270.0,Actress,Daryl Hannah,11,5
"won 1 oscar, another 8 win & 14 nomination",147.0,Actor,Timothy Hutton,14,9
"nominated 1 oscar, another 8 win & 12 nomination",214.0,Actor,Brad Dourif,13,8
"won 1 golden globe, another 6 win & 15 nomination",122.0,Actor,Jonathan Rhys Meyers,15,7
4 win & 12 nomination,76.0,Actor,"John Abraham
(IV)",12,4
9 win & 6 nomination,107.0,Actor,Billy Crudup,6,9
"nominated 2 primetime emmys, another 5 win & 11 nomination",139.0,Actor,"David Morse
(I)",13,5
8 win & 6 nomination,104.0,Actor,Nana Patekar,6,8
"nominated 1 oscar, another 16 win & 76 nomination",125.0,Actor,"Tom Hardy
(I)",77,16
"won 1 oscar, another 114 win & 175 nomination",216.0,Actress,"Jennifer Lawrence
(III)",175,115
"nominated 1 bafta film award, another 6 win & 20 nomination",142.0,Actor,Paul Bettany,21,6
"won 1 oscar, another 36 win & 28 nomination",369.0,Actor,Sean Connery,28,37
"won 2 oscars, another 55 win & 41 nomination",202.0,Actress,Hilary Swank,41,57
7 win & 17 nomination,156.0,Actress,"Amanda Seyfried
(I)",17,7
"nominated 6 golden globes, another 13 win & 32 nomination",299.0,Actor,Liev Schreiber,38,13
"won 2 oscars, another 44 win & 95 nomination",203.0,Actress,"Maggie Smith
(I)",95,46
4 win & 14 nomination,140.0,Actress,Emily Mortimer,14,4
9 win & 26 nomination,169.0,Actress,"Michelle Rodriguez
(I)",26,9
5 win & 17 nomination,237.0,Actor,Marlon Wayans,17,5
13 win & 41 nomination,330.0,Director,"Tyler Perry
(I)",41,13
6 nomination,93.0,Actor,Rufus Sewell,6,0
10 win & 38 nomination,117.0,Actress,Elle Fanning,38,10
"nominated 1 primetime emmy, another 1 win",285.0,Actor,Jim Belushi,1,1
2 win & 15 nomination,179.0,Actress,"Eva Mendes
(I)",15,2
7 win & 20 nomination,198.0,Actor,"Bruce Greenwood
(I)",20,7
"won 1 oscar, another 11 win & 32 nomination",186.0,Actress,Marcia Gay Harden,32,12
"won 1 oscar, another 35 win & 55 nomination",285.0,Actress,Ellen Burstyn,55,36
"nominated 2 oscars, another 32 win & 57 nomination",199.0,Actor,Jeremy Renner,59,32
"nominated 3 golden globes, another 13 win & 38 nomination",150.0,Actor,Brendan Gleeson,41,13
15 win & 13 nomination,186.0,Actor,Rishi Kapoor,13,15
1 win & 4 nomination,127.0,Actress,"Amy Smart
(I)",4,1
"won 1 oscar, another 26 win & 64 nomination",217.0,Actor,Alan Arkin,64,27
"nominated 2 oscars, another 19 win & 49 nomination",266.0,Actress,Laura Dern,51,19
7 win & 13 nomination,138.0,Actress,Nia Long,13,7
"won 1 oscar, another 16 win & 19 nomination",181.0,Actress,Mira Sorvino,19,17
"won 1 golden globe, another 2 win & 18 nomination",143.0,Actor,Dylan McDermott,18,3
"nominated 2 golden globes, another 4 win & 17 nomination",78.0,Actress,"Hope Davis
(I)",19,4
"won 2 golden globes, another 11 win & 47 nomination",239.0,Actor,David Duchovny,47,13
"won 4 golden globes, another 38 win & 50 nomination",190.0,Actress,Claire Danes,50,42
9 win & 27 nomination,146.0,Actor,Yun-Fat Chow,27,9
"won 3 oscars, another 84 win & 101 nomination",319.0,Actor,"Jack Nicholson
(I)",101,87
"nominated 1 bafta film award, another 6 win & 18 nomination",121.0,Actress,Michelle Yeoh,19,6
4 nomination,190.0,Actor,"Jeff Fahey
(I)",4,0
"nominated 1 primetime emmy, another 1 win & 13 nomination",169.0,Actor,"Kevin James
(III)",14,1
1 win & 7 nomination,183.0,Actor,Jason Sudeikis,7,1
"nominated 1 golden globe, another 2 win & 5 nomination",83.0,Actress,Piper Perabo,6,2
"nominated 2 bafta film awards, another 12 win & 16 nomination",236.0,Actor,"Ray Winstone
(I)",18,12
8 win & 13 nomination,161.0,Actor,Eric Bana,13,8
"won 1 oscar, another 76 win & 55 nomination",122.0,Actor,"Heath Ledger
(1979–2008)",55,77
3 win & 6 nomination,94.0,Actor,Edward Furlong,6,3
4 win & 13 nomination,110.0,Actor,Nicholas Hoult,13,4
"nominated 5 oscars, another 31 win & 57 nomination",293.0,Actor,Kenneth Branagh,62,31
8 win & 9 nomination,155.0,Actress,Rachael Leigh Cook,9,8
"nominated 1 oscar, another 30 win & 60 nomination",277.0,Actress,Angela Bassett,61,30
"nominated 1 primetime emmy, another 2 win & 13 nomination",65.0,Actor,"Matthew Goode
(I)",14,2
"nominated 1 golden globe, another 4 win & 20 nomination",127.0,Actress,Sienna Miller,21,4
"nominated 1 bafta film award, another 13 win & 16 nomination",86.0,Actress,Noomi Rapace,17,13
"nominated 2 oscars, another 46 win & 50 nomination",101.0,Actress,"Judy Davis
(I)",52,46
"nominated 1 golden globe, another 6 win & 14 nomination",202.0,Actor,Jonathan Pryce,15,6
"won 1 oscar, another 34 win & 42 nomination",127.0,Actor,"Chris Cooper
(I)",42,35
"nominated 5 oscars, another 27 win & 48 nomination",152.0,Actor,Albert Finney,53,27
5 win & 13 nomination,90.0,Actor,Romain Duris,13,5
13 win & 20 nomination,139.0,Actress,Liv Tyler,20,13
9 win & 5 nomination,75.0,Actor,Alessandro Nivola,5,9
1 win & 3 nomination,131.0,Actor,Patrick Bergin,3,1
"nominated 1 golden globe, another 7 win & 31 nomination",217.0,Actress,Courteney Cox,32,7
6 win & 10 nomination,177.0,Actor,"Stephen Lang
(I)",10,6
"nominated 2 oscars, another 15 win & 57 nomination",147.0,Actor,"Richard Jenkins
(I)",59,15
1 win & 1 nomination,131.0,Actor,Sean Patrick Flanery,1,1
"won 1 oscar, another 46 win & 67 nomination",249.0,Actress,"Helen Hunt
(I)",67,47
"nominated 2 golden globes, another 11 win & 18 nomination",202.0,Actor,Rupert Everett,20,11
"nominated 2 oscars, another 19 win & 37 nomination",310.0,Actor,"James Woods
(I)",39,19
"won 2 golden globes, another 10 win & 28 nomination",303.0,Actress,Jamie Lee Curtis,28,12
22 win & 25 nomination,56.0,Actor,Ranbir Kapoor,25,22
5 win & 13 nomination,176.0,Actress,Olivia Wilde,13,5
18 win & 13 nomination,115.0,Actress,Radha Mitchell,13,18
"nominated 1 golden globe, another 9 win & 18 nomination",113.0,Actor,Hayden Christensen,19,9
2 win & 6 nomination,167.0,Actor,"Danny Dyer
(I)",6,2
1 win & 8 nomination,107.0,Actor,Dougray Scott,8,1
"nominated 1 oscar, another 51 win & 86 nomination",390.0,Actor,Bryan Cranston,87,51
"nominated 2 bafta film awards, another 18 win & 28 nomination",230.0,Actor,Timothy Spall,30,18
3 win & 2 nomination,176.0,Actor,Michael Biehn,2,3
3 win & 6 nomination,191.0,Actress,"Sean Young
(I)",6,3
"nominated 1 oscar, another 34 win & 102 nomination",316.0,Actor,Don Cheadle,103,34
3 win & 4 nomination,142.0,Actor,"Josh Lucas
(I)",4,3
"nominated 2 primetime emmys, another 5 win & 5 nomination",424.0,Actor,"Leslie Nielsen
(1926–2010)",7,5
4 win & 2 nomination,116.0,Actress,Natasha Henstridge,2,4
"nominated 1 golden globe, another 3 win & 6 nomination",104.0,Actress,Anna Friel,7,3
12 win & 36 nomination,294.0,Actress,"Kristen Bell
(I)",36,12
"nominated 3 primetime emmys, another 1 win & 12 nomination",258.0,Actor,"Rob Schneider
(I)",15,1
"nominated 1 golden globe, another 14 win & 17 nomination",125.0,Actress,Julia Stiles,18,14
3 win & 6 nomination,98.0,Actor,Kevin Zegers,6,3
"nominated 1 golden globe, another 9 win & 30 nomination",198.0,Actor,"Martin Freeman
(II)",31,9
"nominated 1 oscar, another 10 win & 23 nomination",234.0,Actress,"Juliette Lewis
(I)",24,10
"nominated 1 golden globe, another 6 win & 9 nomination",110.0,Actress,Greta Scacchi,10,6
"nominated 1 golden globe, another 13 win & 28 nomination",138.0,Actress,Thandie Newton,29,13
10 win & 21 nomination,340.0,Actor,Simon Pegg,21,10
"nominated 3 oscars, another 32 win & 61 nomination",114.0,Actress,"Joan Allen
(I)",64,32
5 win & 8 nomination,97.0,Actor,Elias Koteas,8,5
24 win & 59 nomination,188.0,Actress,"Emma Watson
(II)",59,24
6 win & 2 nomination,344.0,Actor,"Dharmendra
(I)",2,6
"won 1 oscar, another 13 win & 13 nomination",135.0,Actor,Joe Pesci,13,14
"won 1 oscar, another 51 win & 55 nomination",104.0,Actress,Alicia Vikander,55,52
"won 1 oscar, another 16 win & 15 nomination",355.0,Actor,Richard Dreyfuss,15,17
"nominated 1 oscar, another 10 win & 39 nomination",119.0,Actress,"Felicity Jones
(II)",40,10
"won 1 oscar, another 43 win & 87 nomination",175.0,Actress,"Holly Hunter
(I)",87,44
27 win & 27 nomination,231.0,Actor,Orlando Bloom,27,27
"nominated 1 golden globe, another 21 win & 30 nomination",205.0,Actress,Sarah Michelle Gellar,31,21
"won 1 oscar, another 45 win & 74 nomination",300.0,Actress,Vanessa Redgrave,74,46
none,201.0,Actress,Masako Nozawa,0,0
"nominated 2 bafta film awards, another 10 win & 18 nomination",103.0,Actress,Audrey Tautou,20,10
6 win & 8 nomination,122.0,Actor,"Lukas Haas
(I)",8,6
14 win & 24 nomination,66.0,Actress,Abbie Cornish,24,14
2 win,253.0,Actor,C. Thomas Howell,0,2
5 win & 10 nomination,44.0,Actor,Akshaye Khanna,10,5
10 win & 27 nomination,60.0,Actress,Preity Zinta,27,10
"nominated 1 oscar, another 15 win & 15 nomination",638.0,Actor,"Eric Roberts
(I)",16,15
2 win & 10 nomination,297.0,Actor,Michael Ironside,10,2
1 win & 3 nomination,79.0,Actor,"Jesse Bradford
(I)",3,1
"won 2 primetime emmys, another 20 win & 35 nomination",218.0,Actor,Zach Galifianakis,35,22
"nominated 1 golden globe, another 4 win & 16 nomination",213.0,Actor,Jason Isaacs,17,4
"nominated 2 oscars, another 33 win & 139 nomination",118.0,Actress,Greta Gerwig,141,33
7 nomination,179.0,Actor,Cary Elwes,7,0
"won 1 golden globe, another 20 win & 48 nomination",127.0,Actor,Oscar Isaac,48,21
"nominated 1 bafta film award, another 4 win & 6 nomination",129.0,Actor,Rhys Ifans,7,4
"won 1 golden globe, another 28 win & 61 nomination",578.0,Actor,Martin Sheen,61,29
"nominated 2 golden globes, another 2 win & 20 nomination",162.0,Actor,"Jason Lee
(I)",22,2
"nominated 1 oscar, another 33 win & 85 nomination",475.0,Producer,Queen Latifah,86,33
3 win & 11 nomination,136.0,Actor,"Vincent Perez
(III)",11,3
19 win & 27 nomination,296.0,Actress,Hilary Duff,27,19
"nominated 1 golden globe, another 2 win & 5 nomination",132.0,Actress,Penelope Ann Miller,6,2
"nominated 2 oscars, another 28 win & 62 nomination",172.0,Actress,Julie Delpy,64,28
2 win & 5 nomination,488.0,Actor,Danny Trejo,5,2
7 win & 31 nomination,100.0,Actor,"Ben Foster
(I)",31,7
"won 4 golden globes, another 27 win & 59 nomination",302.0,Actor,"Michael J. Fox
(I)",59,31
"nominated 3 primetime emmys, another 21 win & 16 nomination",130.0,Actress,"Lili Taylor
(I)",19,21
"nominated 1 oscar, another 25 win & 31 nomination",111.0,Actress,"Abigail Breslin
(I)",32,25
"nominated 1 golden globe, another 5 win & 8 nomination",92.0,Actress,Madeleine Stowe,9,5
"nominated 1 golden globe, another 8 win & 15 nomination",259.0,Actress,"Mandy Moore
(II)",16,8
"nominated 1 golden globe, another 15 win & 15 nomination",166.0,Actress,Alicia Silverstone,16,15
5 win & 14 nomination,184.0,Actress,"Katie Holmes
(I)",14,5
"nominated 3 golden globes, another 7 win & 8 nomination",205.0,Actor,"Patrick Swayze
(1952–2009)",11,7
"won 4 oscars, another 142 win & 158 nomination",590.0,Actor,Clint Eastwood,158,146
4 win & 5 nomination,148.0,Actor,Norman Reedus,5,4
"nominated 1 oscar, another 34 win & 28 nomination",499.0,Actor,"Burt Reynolds
(I)",29,34
"nominated 1 oscar, another 13 win & 38 nomination",173.0,Actor,David Strathairn,39,13
1 win & 1 nomination,52.0,Actress,"Pooja Bhatt
(I)",1,1
4 win & 5 nomination,135.0,Actress,Selma Blair,5,4
"nominated 1 golden globe, another 10 win & 24 nomination",235.0,Actress,Jennifer Love Hewitt,25,10
1 win & 1 nomination,161.0,Actor,Julian Sands,1,1
7 win & 12 nomination,130.0,Actor,Campbell Scott,12,7
2 win & 8 nomination,109.0,Actress,Gemma Arterton,8,2
5 win & 4 nomination,84.0,Actor,Michael Angarano,4,5
"nominated 1 oscar, another 7 win & 15 nomination",164.0,Actor,Randy Quaid,16,7
3 win,158.0,Actor,"Vinod Khanna
(1946–2017)",0,3
18 win & 2 nomination,224.0,Actor,"Rajinikanth
(II)",2,18
15 win & 32 nomination,345.0,Actor,"Kevin Hart
(I)",32,15
"nominated 4 golden globes, another 9 win & 11 nomination",394.0,Actor,"David Carradine
(1936–2009)",15,9
none,80.0,Actress,Alice Eve,0,0
"nominated 1 oscar, another 44 win & 96 nomination",634.0,Soundtrack,Justin Timberlake,97,44
"nominated 1 bafta film award, another 6 win & 7 nomination",45.0,Actress,Linda Fiorentino,8,6
"nominated 1 oscar, another 20 win & 22 nomination",303.0,Actor,Sean Astin,23,20
"nominated 1 golden globe, another 14 win & 30 nomination",217.0,Actor,"Michael Sheen
(I)",31,14
"nominated 2 oscars, another 17 win & 37 nomination",153.0,Actress,Brenda Blethyn,39,17
1 win & 2 nomination,68.0,Actress,Claire Forlani,2,1
2 win & 2 nomination,77.0,Actress,Juno Temple,2,2
